"obs","w1_type","est","true","fd_z"
"partial observability","continuous key explanatory variable",-0.368525,-0.265776,0.449838
"partial observability","continuous key explanatory variable",0.24318,-0.444896,0.315997
"partial observability","continuous key explanatory variable",0.27678,0.382939,0.197439
"partial observability","continuous key explanatory variable",-0.333242,0.0894302,0.328095
"partial observability","continuous key explanatory variable",0.883483,0.527683,-0.468388
"partial observability","continuous key explanatory variable",-0.0815764,0.0686119,-0.432642
"partial observability","continuous key explanatory variable",0.498284,0.64429,0.334306
"partial observability","continuous key explanatory variable",-0.567272,-0.447791,0.0686074
"partial observability","continuous key explanatory variable",0.0657527,-0.0158085,0.27559
"partial observability","continuous key explanatory variable",-0.995776,-0.574568,0.549331
"partial observability","continuous key explanatory variable",-0.712059,-0.58864,0.393304
"partial observability","continuous key explanatory variable",0,0.385174,0.594804
"partial observability","continuous key explanatory variable",-0.909112,-0.680839,0.262942
"partial observability","continuous key explanatory variable",-0.464197,-0.305522,0.33823
"partial observability","continuous key explanatory variable",0.469536,0.371065,-0.348393
"partial observability","continuous key explanatory variable",0.630394,0.742417,0.513417
"partial observability","continuous key explanatory variable",4.08984e-12,0.880237,0.368311
"partial observability","continuous key explanatory variable",-0.162866,-0.235447,-0.358097
"partial observability","continuous key explanatory variable",-0.38518,-0.365959,-0.262457
"partial observability","continuous key explanatory variable",-0.743062,-0.773552,-0.553466
"partial observability","continuous key explanatory variable",-0.235083,-0.323216,0.417149
"partial observability","continuous key explanatory variable",0.344642,0.346903,0.402461
"partial observability","continuous key explanatory variable",3.9968e-15,-0.346232,-0.283998
"partial observability","continuous key explanatory variable",0.500738,0.614224,0.271814
"partial observability","continuous key explanatory variable",-0.0470616,-0.327001,0.0776876
"partial observability","continuous key explanatory variable",-0.173653,0.495853,0.536382
"partial observability","continuous key explanatory variable",-0.383591,-0.436473,-0.436981
"partial observability","continuous key explanatory variable",-0.875907,-0.639152,-0.495477
"partial observability","continuous key explanatory variable",0.532394,0.711993,-0.294275
"partial observability","continuous key explanatory variable",-0.832037,-0.696712,-0.481665
"partial observability","continuous key explanatory variable",-0.158793,-0.302484,-0.482131
"partial observability","continuous key explanatory variable",0.129098,0.383311,-0.338961
"partial observability","continuous key explanatory variable",-0.624787,-0.572929,-0.439405
"partial observability","continuous key explanatory variable",0.488394,0.443323,0.514828
"partial observability","continuous key explanatory variable",-0.320615,-0.593198,0.386847
"partial observability","continuous key explanatory variable",0.297522,0.372938,-0.377833
"partial observability","continuous key explanatory variable",0.338275,0.238664,0.498669
"partial observability","continuous key explanatory variable",0.413847,0.139862,0.419669
"partial observability","continuous key explanatory variable",0.103156,0.0950087,-0.397257
"partial observability","continuous key explanatory variable",-0.561853,-0.512412,0.507625
"partial observability","continuous key explanatory variable",0.898998,0.818511,0.326386
"partial observability","continuous key explanatory variable",-0.956444,-0.796236,-0.636773
"partial observability","continuous key explanatory variable",-0.888153,-0.634869,0.33976
"partial observability","continuous key explanatory variable",0.773485,0.48721,-0.133286
"partial observability","continuous key explanatory variable",-0.215017,-0.358926,0.326995
"partial observability","continuous key explanatory variable",-0.366278,-0.43874,-0.117839
"partial observability","continuous key explanatory variable",0.539373,0.302465,0.394175
"partial observability","continuous key explanatory variable",0.614738,0.45967,0.232013
"partial observability","continuous key explanatory variable",0.660714,0.557927,0.35738
"partial observability","continuous key explanatory variable",0.0706818,0.0767591,-0.327331
"partial observability","continuous key explanatory variable",-0.647241,-0.191907,0.590436
"partial observability","continuous key explanatory variable",0.406484,0.249122,0.600962
"partial observability","continuous key explanatory variable",0,-0.316047,-0.0960138
"partial observability","continuous key explanatory variable",0.397386,0.528672,0.767532
"partial observability","continuous key explanatory variable",-0.489498,-0.562173,0.592549
"partial observability","continuous key explanatory variable",-0.644985,-0.761695,0.725076
"partial observability","continuous key explanatory variable",0.588663,0.732315,-0.429584
"partial observability","continuous key explanatory variable",1.96804e-10,0.637771,0.179436
"partial observability","continuous key explanatory variable",0.667196,0.683239,-0.543693
"partial observability","continuous key explanatory variable",0.116922,-0.437486,-0.216735
"partial observability","continuous key explanatory variable",-0.386491,-0.455195,-0.483956
"partial observability","continuous key explanatory variable",-0.7839,-0.564766,-0.300553
"partial observability","continuous key explanatory variable",0.283138,0.334406,-0.285933
"partial observability","continuous key explanatory variable",0.62618,0.450806,0.535967
"partial observability","continuous key explanatory variable",-0.26991,-0.218935,-0.30411
"partial observability","continuous key explanatory variable",-0.685666,-0.325425,-0.696384
"partial observability","continuous key explanatory variable",0.426552,0.257057,-0.351125
"partial observability","continuous key explanatory variable",0.0550184,0.328023,-0.208845
"partial observability","continuous key explanatory variable",0.623943,0.924965,-0.205438
"partial observability","continuous key explanatory variable",0.991145,0.768884,0.159242
"partial observability","continuous key explanatory variable",0.23187,0.313736,0.52636
"partial observability","continuous key explanatory variable",0.598493,0.328141,0.320395
"partial observability","continuous key explanatory variable",0.0637998,-0.28532,0.10472
"partial observability","continuous key explanatory variable",0.576684,0.494648,-0.23465
"partial observability","continuous key explanatory variable",-0.0812451,-0.394286,0.139524
"partial observability","continuous key explanatory variable",0.0703211,0.101788,-0.579556
"partial observability","continuous key explanatory variable",-0.454576,-0.482154,0.474081
"partial observability","continuous key explanatory variable",0.83761,0.748199,0.405536
"partial observability","continuous key explanatory variable",-0.796064,-0.765536,0.30939
"partial observability","continuous key explanatory variable",-0.849441,-0.676037,-0.650765
"partial observability","continuous key explanatory variable",-0.682855,-0.688746,0.488863
"partial observability","continuous key explanatory variable",-0.724921,-0.552718,-0.215602
"partial observability","continuous key explanatory variable",-0.729334,-0.589862,0.220351
"partial observability","continuous key explanatory variable",-0.767752,-0.698529,0.527517
"partial observability","continuous key explanatory variable",0.626438,0.440155,0.374673
"partial observability","continuous key explanatory variable",-0.646238,-0.731197,-0.374355
"partial observability","continuous key explanatory variable",-0.379821,-0.288305,0.333924
"partial observability","continuous key explanatory variable",1.15921e-11,-0.294597,-0.266126
"partial observability","continuous key explanatory variable",-0.617252,-0.544325,0.537474
"partial observability","continuous key explanatory variable",0.716258,0.802825,0.300945
"partial observability","continuous key explanatory variable",1.84341e-11,-0.519944,-0.227818
"partial observability","continuous key explanatory variable",0.551891,0.278678,0.603592
"partial observability","continuous key explanatory variable",0.543031,0.626597,-0.471247
"partial observability","continuous key explanatory variable",-0.560712,-0.566112,-0.333915
"partial observability","continuous key explanatory variable",-0.605348,-0.581607,-0.256283
"partial observability","continuous key explanatory variable",-0.438401,-0.661808,0.37273
"partial observability","continuous key explanatory variable",-0.268614,-0.675012,-0.328429
"partial observability","continuous key explanatory variable",-0.548182,-0.562616,-0.689687
"partial observability","continuous key explanatory variable",-0.0711785,0.465219,0.435384
"partial observability","continuous key explanatory variable",0.898997,0.58484,-0.194374
"partial observability","continuous key explanatory variable",-0.134411,-0.409598,0.140272
"partial observability","continuous key explanatory variable",-0.0504268,-0.105267,-0.324121
"partial observability","continuous key explanatory variable",0.56606,0.2415,-0.382784
"partial observability","continuous key explanatory variable",0.59017,0.603287,-0.483958
"partial observability","continuous key explanatory variable",-0.431441,-0.613258,0.206501
"partial observability","continuous key explanatory variable",0.551894,0.532337,-0.323422
"partial observability","continuous key explanatory variable",0.104826,0.226312,0.501776
"partial observability","continuous key explanatory variable",0.201882,-0.25892,-0.456352
"partial observability","continuous key explanatory variable",-0.28985,-0.235107,0.376771
"partial observability","continuous key explanatory variable",0.447833,0.543526,-0.261415
"partial observability","continuous key explanatory variable",-0.0439134,0.435708,-0.454103
"partial observability","continuous key explanatory variable",-0.133323,-0.221278,-0.442873
"partial observability","continuous key explanatory variable",0.657667,0.747506,0.499549
"partial observability","continuous key explanatory variable",0.285297,0.307851,-0.374388
"partial observability","continuous key explanatory variable",-0.835638,-0.732163,-0.159453
"partial observability","continuous key explanatory variable",0.080481,0.121195,0.306403
"partial observability","continuous key explanatory variable",0.510378,0.72223,0.226553
"partial observability","continuous key explanatory variable",0.978826,0.707778,-0.465741
"partial observability","continuous key explanatory variable",-0.822444,-0.808666,-0.241464
"partial observability","continuous key explanatory variable",-0.753133,-0.510337,0.522711
"partial observability","continuous key explanatory variable",-0.189187,-0.134375,-0.324675
"partial observability","continuous key explanatory variable",-0.611663,-0.328916,-0.315657
"partial observability","continuous key explanatory variable",0.0480397,-0.150303,-0.514245
"partial observability","continuous key explanatory variable",-0.266579,-0.448334,-0.63857
"partial observability","continuous key explanatory variable",-0.091348,-0.182778,0.217194
"partial observability","continuous key explanatory variable",-0.938846,-0.793335,0.506392
"partial observability","continuous key explanatory variable",0.293528,0.240686,-0.583082
"partial observability","continuous key explanatory variable",-0.643594,-0.380403,-0.521895
"partial observability","continuous key explanatory variable",0.85595,0.834065,-0.395026
"partial observability","continuous key explanatory variable",-3.83346e-10,-0.151418,-0.264585
"partial observability","continuous key explanatory variable",0.544032,0.790195,-0.556117
"partial observability","continuous key explanatory variable",-0.133292,-0.0605512,-0.336309
"partial observability","continuous key explanatory variable",0.74382,0.845048,0.336935
"partial observability","continuous key explanatory variable",0.596778,0.433704,-0.287135
"partial observability","continuous key explanatory variable",-0.729052,-0.611341,-0.516653
"partial observability","continuous key explanatory variable",0.216081,0.618353,-0.280441
"partial observability","continuous key explanatory variable",0.634896,0.643895,0.485779
"partial observability","continuous key explanatory variable",0.545957,0.68049,-0.511997
"partial observability","continuous key explanatory variable",-0.479734,-0.430075,0.348885
"partial observability","continuous key explanatory variable",-1.76835e-10,-0.0814149,-0.394868
"partial observability","continuous key explanatory variable",-0.970656,-0.4805,-0.191354
"partial observability","continuous key explanatory variable",0.535703,0.587739,-0.305071
"partial observability","continuous key explanatory variable",0.913985,0.869651,0.547331
"partial observability","continuous key explanatory variable",0.606042,0.568671,0.371804
"partial observability","continuous key explanatory variable",-0.56654,-0.50626,0.553499
"partial observability","continuous key explanatory variable",-0.0443405,0.320372,-0.202055
"partial observability","continuous key explanatory variable",0,-0.274303,0.575222
"partial observability","continuous key explanatory variable",0.104476,-0.0556966,0.182766
"partial observability","continuous key explanatory variable",0.0143568,0.160007,-0.18939
"partial observability","continuous key explanatory variable",0.510557,0.807518,0.375272
"partial observability","continuous key explanatory variable",-0.702858,-0.748668,0.346871
"partial observability","continuous key explanatory variable",-0.576918,-0.434141,0.159949
"partial observability","continuous key explanatory variable",-0.202907,-0.0318535,0.305137
"partial observability","continuous key explanatory variable",-0.217528,-0.359209,-0.0914449
"partial observability","continuous key explanatory variable",0.69482,0.578715,0.246825
"partial observability","continuous key explanatory variable",-0.0461213,-0.19603,-0.197618
"partial observability","continuous key explanatory variable",0.593709,0.514268,-0.416006
"full observability","binary key explanatory variable",-0.532448,-0.532462,0.376648
"full observability","binary key explanatory variable",0.108473,0.108474,-0.555662
"full observability","binary key explanatory variable",-0.299784,-0.299751,-0.274752
"full observability","binary key explanatory variable",0.37969,0.379694,-0.123694
"full observability","binary key explanatory variable",-0.680019,-0.680037,0.547016
"full observability","binary key explanatory variable",0.22632,0.226317,-0.296738
"full observability","binary key explanatory variable",-0.53297,-0.532975,-0.182036
"full observability","binary key explanatory variable",-0.386825,-0.386838,-0.452538
"full observability","binary key explanatory variable",0.555542,0.555515,-0.155372
"full observability","binary key explanatory variable",-0.425345,-0.425343,-0.366522
"full observability","binary key explanatory variable",-0.42432,-0.424336,0.384101
"full observability","binary key explanatory variable",0.501241,0.501256,-0.35187
"full observability","binary key explanatory variable",-0.527274,-0.527249,-0.51849
"full observability","binary key explanatory variable",0.411965,0.411998,-0.395074
"full observability","binary key explanatory variable",0.594942,0.594935,-0.245285
"full observability","binary key explanatory variable",0.612043,0.611993,-0.238303
"full observability","binary key explanatory variable",0.898054,0.898046,0.42223
"full observability","binary key explanatory variable",-0.289035,-0.289035,-0.525033
"full observability","binary key explanatory variable",-0.412559,-0.412503,0.156821
"full observability","binary key explanatory variable",-0.658129,-0.658149,0.351607
"full observability","binary key explanatory variable",-0.797291,-0.79731,0.381337
"full observability","binary key explanatory variable",0.9251,0.925101,0.304255
"full observability","binary key explanatory variable",-0.968636,-0.968639,-0.627987
"full observability","binary key explanatory variable",-0.123942,-0.123931,0.828308
"full observability","binary key explanatory variable",-0.499771,-0.499803,0.22562
"full observability","binary key explanatory variable",0.501664,0.501666,0.654002
"full observability","binary key explanatory variable",0.574364,0.574333,0.546384
"full observability","binary key explanatory variable",0.857617,0.857602,0.238035
"full observability","binary key explanatory variable",0.769765,0.76977,-0.484982
"full observability","binary key explanatory variable",-0.918868,-0.918867,-0.462941
"full observability","binary key explanatory variable",0.461282,0.461267,-0.359784
"full observability","binary key explanatory variable",0.656452,0.656487,0.391598
"full observability","binary key explanatory variable",-0.264179,-0.264228,0.371949
"full observability","binary key explanatory variable",-0.208278,-0.208255,0.317699
"full observability","binary key explanatory variable",-0.56634,-0.566323,0.387289
"full observability","binary key explanatory variable",-0.528538,-0.528549,0.388716
"full observability","binary key explanatory variable",0.67296,0.672975,-0.154983
"full observability","binary key explanatory variable",0.689118,0.68912,-0.618599
"full observability","binary key explanatory variable",-0.641309,-0.641289,-0.312525
"full observability","binary key explanatory variable",0.494351,0.494338,0.143132
"full observability","binary key explanatory variable",-0.884193,-0.884185,-0.704527
"full observability","binary key explanatory variable",-0.559638,-0.559654,-0.0252575
"full observability","binary key explanatory variable",0.331992,0.332014,-0.196354
"full observability","binary key explanatory variable",0.862024,0.86201,0.304665
"full observability","binary key explanatory variable",0.520232,0.52019,0.43198
"full observability","binary key explanatory variable",0.621771,0.621782,0.0875699
"full observability","binary key explanatory variable",-0.722056,-0.722094,0.463162
"full observability","binary key explanatory variable",0.684541,0.684553,0.250459
"full observability","binary key explanatory variable",0.0688123,0.0687816,0.212362
"full observability","binary key explanatory variable",-0.753758,-0.753748,0.405593
"full observability","binary key explanatory variable",-0.18059,-0.180519,-0.356871
"full observability","binary key explanatory variable",0.30489,0.304928,-0.191631
"full observability","binary key explanatory variable",0.300838,0.300815,0.360942
"full observability","binary key explanatory variable",-0.533237,-0.533264,-0.308012
"full observability","binary key explanatory variable",0.458156,0.458174,-0.372855
"full observability","binary key explanatory variable",0.457816,0.457819,0.643551
"full observability","binary key explanatory variable",0.477312,0.477304,-0.257462
"full observability","binary key explanatory variable",0.302122,0.302116,-0.0857912
"full observability","binary key explanatory variable",-0.465814,-0.465794,-0.391303
"full observability","binary key explanatory variable",-0.844949,-0.84495,0.175706
"full observability","binary key explanatory variable",-0.656033,-0.656012,-0.35084
"full observability","binary key explanatory variable",0.459324,0.459267,0.505392
"full observability","binary key explanatory variable",0.138249,0.138233,-0.158744
"full observability","binary key explanatory variable",0.322339,0.322358,-0.620125
"full observability","binary key explanatory variable",0.830899,0.830923,-0.645626
"full observability","binary key explanatory variable",0.622851,0.622843,-0.327361
"full observability","binary key explanatory variable",-0.297171,-0.297188,0.13272
"full observability","binary key explanatory variable",0.335964,0.335933,-0.323962
"full observability","binary key explanatory variable",0.640083,0.640115,0.229326
"full observability","binary key explanatory variable",0.822148,0.822132,-0.521578
"full observability","binary key explanatory variable",0.812717,0.812723,-0.578933
"full observability","binary key explanatory variable",-0.80431,-0.804303,0.305016
"full observability","binary key explanatory variable",0.761723,0.76175,-0.47643
"full observability","binary key explanatory variable",-0.25673,-0.256751,-0.239708
"full observability","binary key explanatory variable",-0.609424,-0.609408,0.56442
"full observability","binary key explanatory variable",-0.322242,-0.322193,-0.641013
"full observability","binary key explanatory variable",0.620015,0.620007,-0.235607
"full observability","binary key explanatory variable",-0.137774,-0.137768,0.3492
"full observability","binary key explanatory variable",-0.27207,-0.272065,-0.644804
"full observability","binary key explanatory variable",0.677774,0.677796,-0.413097
"full observability","binary key explanatory variable",0.243948,0.243984,0.378475
"full observability","binary key explanatory variable",0.543019,0.543011,0.539519
"full observability","binary key explanatory variable",-0.662589,-0.662614,0.315858
"full observability","binary key explanatory variable",-0.716448,-0.716434,-0.582459
"full observability","binary key explanatory variable",-0.297915,-0.297906,-0.31646
"full observability","binary key explanatory variable",-0.721174,-0.721189,0.153635
"full observability","binary key explanatory variable",-0.341139,-0.341164,-0.38506
"full observability","binary key explanatory variable",0.52199,0.521974,0.387339
"full observability","binary key explanatory variable",-0.740892,-0.740911,0.323835
"full observability","binary key explanatory variable",0.542682,0.542638,-0.378803
"full observability","binary key explanatory variable",-0.600357,-0.600345,-0.287672
"full observability","binary key explanatory variable",-0.757285,-0.757321,0.198215
"full observability","binary key explanatory variable",0.956851,0.956855,-0.475159
"full observability","binary key explanatory variable",0.252792,0.25278,0.0508691
"full observability","binary key explanatory variable",-0.563346,-0.563388,0.278749
"full observability","binary key explanatory variable",-0.554869,-0.554868,-0.456063
"full observability","binary key explanatory variable",0.462537,0.462543,-0.437895
"full observability","binary key explanatory variable",0.363204,0.363241,0.2358
"full observability","binary key explanatory variable",-0.780469,-0.780441,0.316959
"full observability","binary key explanatory variable",0.476765,0.4768,-0.33491
"full observability","binary key explanatory variable",-0.0825066,-0.0825161,0.19148
"full observability","binary key explanatory variable",-0.391303,-0.391257,-0.299202
"full observability","binary key explanatory variable",0.309485,0.309429,0.592519
"full observability","binary key explanatory variable",-0.83751,-0.837538,0.282524
"full observability","binary key explanatory variable",-0.269157,-0.269123,-0.554724
"full observability","binary key explanatory variable",0.198625,0.198637,0.315479
"full observability","binary key explanatory variable",-0.605499,-0.605501,-0.566389
"full observability","binary key explanatory variable",-0.215067,-0.215064,-0.581296
"full observability","binary key explanatory variable",-0.759739,-0.759746,0.209509
"full observability","binary key explanatory variable",-0.546236,-0.546266,0.395534
"full observability","binary key explanatory variable",0.242772,0.242819,0.272782
"full observability","binary key explanatory variable",-0.445268,-0.445246,0.277069
"full observability","binary key explanatory variable",-0.858126,-0.858094,-0.412425
"full observability","binary key explanatory variable",-0.783972,-0.783939,-0.53526
"full observability","binary key explanatory variable",0.714302,0.714277,-0.243525
"full observability","binary key explanatory variable",-0.822395,-0.822421,-0.545895
"full observability","binary key explanatory variable",-0.415961,-0.415939,-0.569583
"full observability","binary key explanatory variable",0.216196,0.216219,-0.384712
"full observability","binary key explanatory variable",0.0945793,0.0945977,-0.510422
"full observability","binary key explanatory variable",-0.22531,-0.225302,-0.419315
"full observability","binary key explanatory variable",0.297701,0.297679,-0.461814
"full observability","binary key explanatory variable",0.378959,0.378958,0.34375
"full observability","binary key explanatory variable",0.593928,0.593953,-0.287246
"full observability","binary key explanatory variable",-0.893453,-0.893454,0.470624
"full observability","binary key explanatory variable",-0.329195,-0.329139,-0.186956
"full observability","binary key explanatory variable",-0.610568,-0.610593,-0.421781
"full observability","binary key explanatory variable",0.289451,0.289425,0.491959
"full observability","binary key explanatory variable",0.165076,0.165076,-0.230052
"full observability","binary key explanatory variable",-0.609595,-0.609593,0.132188
"full observability","binary key explanatory variable",-0.239719,-0.239717,0.299244
"full observability","binary key explanatory variable",0.15172,0.151688,-0.152057
"full observability","binary key explanatory variable",-0.465864,-0.465827,0.194122
"full observability","binary key explanatory variable",0.222549,0.222537,-0.228891
"full observability","binary key explanatory variable",-0.590344,-0.590358,0.450681
"full observability","binary key explanatory variable",0.356808,0.35676,0.171817
"full observability","binary key explanatory variable",-0.0790628,-0.0790159,0.380026
"full observability","binary key explanatory variable",-0.816523,-0.816515,0.471123
"full observability","binary key explanatory variable",-0.761131,-0.761158,-0.397408
"full observability","binary key explanatory variable",-0.480221,-0.48017,-0.4643
"full observability","binary key explanatory variable",-0.418844,-0.418847,-0.147424
"full observability","binary key explanatory variable",0.260573,0.260584,0.380106
"full observability","binary key explanatory variable",-0.410153,-0.410154,0.520412
"full observability","binary key explanatory variable",-0.213797,-0.213746,-0.445228
"full observability","binary key explanatory variable",-0.327767,-0.327731,0.399298
"full observability","binary key explanatory variable",0.758369,0.758367,0.249159
"full observability","binary key explanatory variable",0.422024,0.422001,0.453908
"full observability","binary key explanatory variable",0.872425,0.872415,-0.227594
"full observability","binary key explanatory variable",-0.564451,-0.564465,-0.116141
"full observability","binary key explanatory variable",-0.872051,-0.872067,-0.344647
"full observability","binary key explanatory variable",0.299386,0.29937,0.52685
"full observability","binary key explanatory variable",-0.283829,-0.283805,0.45516
"full observability","binary key explanatory variable",0.0996293,0.099652,-0.38606
"full observability","binary key explanatory variable",-0.970922,-0.970925,0.250406
"full observability","binary key explanatory variable",0.582585,0.582616,0.130338
"full observability","binary key explanatory variable",-0.586612,-0.586613,0.353972
"full observability","binary key explanatory variable",0.427162,0.427174,0.378452
"full observability","binary key explanatory variable",-0.180234,-0.180234,-0.477535
"full observability","binary key explanatory variable",0.189562,0.189598,0.29191
"full observability","binary key explanatory variable",0.379227,0.379237,0.224292
"full observability","binary key explanatory variable",-0.334509,-0.334483,0.383399
"full observability","binary key explanatory variable",-0.39032,-0.390339,-0.277049
"full observability","binary key explanatory variable",0.328835,0.328841,0.425406
"full observability","binary key explanatory variable",-0.0579415,-0.0579717,0.43476
"full observability","binary key explanatory variable",0.432556,0.432553,0.225445
"full observability","binary key explanatory variable",-0.877963,-0.877932,0.424221
"full observability","binary key explanatory variable",0.539632,0.539574,0.210851
"full observability","binary key explanatory variable",-0.0894834,-0.0894819,-0.457226
"full observability","binary key explanatory variable",0.607808,0.607808,0.669441
"full observability","binary key explanatory variable",-0.942111,-0.942106,-0.411103
"full observability","binary key explanatory variable",-0.20218,-0.202143,-0.125058
"full observability","binary key explanatory variable",-0.465081,-0.465072,-0.266475
"full observability","binary key explanatory variable",0.186689,0.186686,0.238602
"full observability","binary key explanatory variable",-0.249458,-0.24944,-0.418461
"full observability","binary key explanatory variable",-0.0533226,-0.0533022,-0.25237
"full observability","binary key explanatory variable",0.370743,0.370706,0.141508
"full observability","binary key explanatory variable",-0.287637,-0.287617,-0.318842
"full observability","binary key explanatory variable",0.351234,0.351265,-0.0893657
"full observability","binary key explanatory variable",0.475513,0.475488,-0.235041
"full observability","binary key explanatory variable",0.674232,0.674194,-0.247471
"full observability","binary key explanatory variable",-0.371646,-0.371651,-0.478019
"full observability","binary key explanatory variable",-0.261929,-0.261918,-0.639263
"full observability","binary key explanatory variable",-0.27282,-0.272819,0.167175
"full observability","binary key explanatory variable",0.631369,0.631358,-0.363988
"full observability","binary key explanatory variable",-0.109474,-0.10944,0.572174
"full observability","binary key explanatory variable",0.490936,0.490895,0.298322
"full observability","binary key explanatory variable",0.827096,0.827095,0.316257
"full observability","binary key explanatory variable",0.566667,0.566677,0.836587
"full observability","binary key explanatory variable",0.365891,0.3659,0.578601
"full observability","binary key explanatory variable",-0.389742,-0.389759,0.256408
"full observability","binary key explanatory variable",-0.360859,-0.36082,-0.283233
"full observability","binary key explanatory variable",0.328189,0.328197,0.501059
"full observability","binary key explanatory variable",0.210509,0.210491,-0.221093
"full observability","binary key explanatory variable",0.386542,0.386573,0.180078
"full observability","binary key explanatory variable",0.628406,0.628352,-0.550733
"full observability","binary key explanatory variable",-0.169948,-0.170015,-0.247537
"full observability","binary key explanatory variable",0.567776,0.567819,-0.550729
"full observability","binary key explanatory variable",0.0790607,0.0790845,-0.165386
"full observability","binary key explanatory variable",0.330486,0.330483,-0.214296
"full observability","binary key explanatory variable",0.736191,0.736198,0.213995
"full observability","binary key explanatory variable",0.610539,0.610529,0.208617
"full observability","binary key explanatory variable",0.183568,0.183572,0.378168
"full observability","binary key explanatory variable",0.450777,0.450789,0.334335
"full observability","binary key explanatory variable",0.625873,0.62588,0.31639
"full observability","binary key explanatory variable",-0.439968,-0.439992,0.491749
"full observability","binary key explanatory variable",-0.840329,-0.840324,0.34468
"full observability","binary key explanatory variable",-0.318304,-0.318293,0.419291
"full observability","binary key explanatory variable",0.038959,0.0389171,-0.110534
"full observability","binary key explanatory variable",-0.457767,-0.457799,-0.368657
"full observability","binary key explanatory variable",0.0451307,0.0451217,-0.242392
"full observability","binary key explanatory variable",0.577981,0.577995,-0.219305
"full observability","binary key explanatory variable",0.698993,0.699056,0.176519
"full observability","binary key explanatory variable",-0.271758,-0.271758,-0.266502
"full observability","binary key explanatory variable",0.406541,0.406496,-0.548817
"full observability","binary key explanatory variable",0.467346,0.467374,-0.443423
"full observability","binary key explanatory variable",0.542469,0.542506,0.282888
"full observability","binary key explanatory variable",0.795989,0.796012,-0.194997
"full observability","binary key explanatory variable",0.537422,0.537403,-0.433922
"full observability","binary key explanatory variable",-0.389268,-0.389253,0.429946
"full observability","binary key explanatory variable",-0.632333,-0.632349,0.243762
"full observability","binary key explanatory variable",0.671444,0.671415,0.502607
"full observability","binary key explanatory variable",0.372839,0.372836,0.420785
"full observability","binary key explanatory variable",-0.0767223,-0.0767247,-0.434738
"full observability","binary key explanatory variable",-0.303406,-0.303391,0.557089
"full observability","binary key explanatory variable",0.680928,0.680924,0.680078
"full observability","binary key explanatory variable",-0.027219,-0.027231,-0.11619
"full observability","binary key explanatory variable",0.474046,0.474087,0.301756
"full observability","binary key explanatory variable",-0.564072,-0.56408,-0.443567
"full observability","binary key explanatory variable",-0.360263,-0.360263,-0.483589
"full observability","binary key explanatory variable",-0.533063,-0.533057,0.523793
"full observability","binary key explanatory variable",0.3448,0.344771,0.291165
"full observability","binary key explanatory variable",0.433215,0.433225,0.35544
"full observability","binary key explanatory variable",-0.601404,-0.601412,-0.412509
"full observability","binary key explanatory variable",-0.64229,-0.642292,0.499475
"full observability","binary key explanatory variable",0.157482,0.157472,-0.450021
"full observability","binary key explanatory variable",0.52352,0.523569,-0.406771
"full observability","binary key explanatory variable",0.503274,0.503219,-0.595719
"full observability","binary key explanatory variable",-0.260578,-0.2606,0.583666
"full observability","binary key explanatory variable",0.648136,0.648127,-0.634189
"full observability","binary key explanatory variable",-0.689095,-0.689084,-0.129332
"full observability","binary key explanatory variable",-0.465981,-0.465965,-0.489981
"full observability","binary key explanatory variable",0.191889,0.19185,-0.455789
"full observability","binary key explanatory variable",-0.365796,-0.365812,0.473779
"full observability","binary key explanatory variable",0.104569,0.104603,0.394631
"full observability","binary key explanatory variable",-0.520568,-0.520556,-0.101557
"full observability","binary key explanatory variable",-0.480414,-0.480421,-0.313317
"full observability","binary key explanatory variable",0.888442,0.888439,0.25647
"full observability","binary key explanatory variable",0.764786,0.764801,0.448282
"full observability","binary key explanatory variable",0.281417,0.281414,0.290576
"full observability","binary key explanatory variable",0.462575,0.46259,0.197292
"full observability","binary key explanatory variable",-0.918235,-0.91824,0.443691
"full observability","binary key explanatory variable",-0.273155,-0.273138,-0.207143
"full observability","binary key explanatory variable",0.527536,0.527512,-0.212405
"full observability","binary key explanatory variable",-0.901704,-0.901719,0.559864
"full observability","binary key explanatory variable",0.0403341,0.0403341,0.385058
"full observability","binary key explanatory variable",0.695106,0.695033,0.38445
"full observability","binary key explanatory variable",-0.0318686,-0.0318804,0.569657
"full observability","binary key explanatory variable",0.988106,0.988114,0.515687
"full observability","binary key explanatory variable",0.561575,0.561621,0.639921
"full observability","binary key explanatory variable",0.570738,0.570787,-0.41927
"full observability","binary key explanatory variable",0.391155,0.391166,-0.381306
"full observability","binary key explanatory variable",-0.46539,-0.465378,-0.517685
"full observability","binary key explanatory variable",0.0977144,0.0977145,0.310246
"full observability","binary key explanatory variable",-0.305556,-0.305568,0.324844
"full observability","binary key explanatory variable",-0.28409,-0.284094,0.632852
"full observability","binary key explanatory variable",-0.0668446,-0.066839,-0.0232041
"full observability","binary key explanatory variable",0.184678,0.184685,-0.362752
"full observability","binary key explanatory variable",-0.260078,-0.260091,-0.383045
"full observability","binary key explanatory variable",0.120857,0.120849,-0.291477
"full observability","binary key explanatory variable",-0.243352,-0.24337,-0.730439
"full observability","binary key explanatory variable",0.671833,0.671824,0.362109
"full observability","binary key explanatory variable",-0.166921,-0.166912,-0.402745
"full observability","binary key explanatory variable",-0.0906798,-0.0906759,-0.461001
"full observability","binary key explanatory variable",-0.380763,-0.380767,-0.383621
"full observability","binary key explanatory variable",0.717352,0.71732,0.379221
